"id";"name";"d1";"d2";"d3";"d4"
344;"Corning Incorporated (GLW)";"-497000";"3695000";"1339000";"2472000"
345;"Consolidated Edison, Inc. (ED)";"1525000";"1245000";"1193000";"1092000"
346;"Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk (TLK)";"22145000000";"19352000000";"15489000000";"14471000000"
347;"Square, Inc. (SQ)";"-62813";"-171590";"-179817";"-154093"
348;"McKesson Corporation (MCK)";"67000";"5070000";"2258000";"1476000"
349;"Zimmer Biomet Holdings, Inc. (ZBH)";"1813800";"305900";"147000";"720300"
350;"Wipro Limited (WIT)";"80081000";"84895000";"89075000";"86528000"
351;"Andeavor (ANDV)";"1528000";"734000";"1540000";"843000"
352;"United Continental Holdings, Inc. (UAL)";"2131000";"2263000";"7340000";"1132000"
353;"CRH plc (CRH)";"1895000";"1243000";"724000";"582000"
354;"Sprint Corporation (S)";"7389000";"-1206000";"-1995000";"-3345000"
355;"Republic Services, Inc. (RSG)";"1278400";"612600";"749900";"547600"
356;"Discover Financial Services (DFS)";"2099000";"2393000";"2297000";"2323000"
357;"Paychex, Inc. (PAYX)";"933700";"817300";"756800";"674900"
358;"Ingersoll-Rand Plc (IR)";"1302600";"1476200";"664600";"931700"
359;"M&T Bank Corporation (MTB)";"1408306";"1315114";"1079667";"1066246"
360;"T. Rowe Price Group, Inc. (TROW)";"1497800";"1215000";"1223000";"1229600"
361;"Hormel Foods Corporation (HRL)";"846735";"890052";"686088";"602677"
362;"Twitter, Inc. (TWTR)";"-108063";"-456873";"-521031";"-577820"
363;"Edison International (EIX)";"565000";"1311000";"1020000";"1612000"
364;"The Kroger Co. (KR)";"1907000";"1975000";"2039000";"1728000"
365;"Tyson Foods, Inc. (TSN)";"1774000";"1768000";"1220000";"864000"
366;"WEC Energy Group, Inc. (WEC)";"1203700";"939000";"638500";"588300"
367;"Digital Realty Trust, Inc. (DLR)";"248259";"426187";"296689";"200183"
368;"Sun Life Financial Inc. (SLF)";"2242000";"2581000";"2285000";"1873000"
369;"Ferrari N.V. (RACE)";"535393";"398762";"287816";"261371"
370;"Discovery, Inc. (DISCB)";"-337000";"1194000";"1034000";"1139000"
371;"The Hershey Company (HSY)";"782981";"720044";"512951";"846912"
372;"Coca-Cola European Partners plc (CCE)";"688000";"549000";"513000";"484000"
373;"Hewlett Packard Enterprise Company (HPE)";"344000";"3161000";"2461000";"1648000"
374;"Cummins Inc. (CMI)";"999000";"1394000";"1399000";"1651000"
375;"PPL Corporation (PPL)";"1128000";"1902000";"682000";"1737000"
376;"CenturyLink, Inc. (CTL)";"1389000";"626000";"878000";"772000"
377;"Discovery, Inc. (DISCA)";"-337000";"1194000";"1034000";"1139000"
378;"Sasol Limited (SSL)";"8729000";"20374000";"13225000";"29716000"
379;"Royal Caribbean Cruises Ltd. (RCL)";"1625133";"1283388";"665783";"764146"
380;"Rockwell Collins, Inc. (COL)";"705000";"728000";"686000";"604000"
381;"DTE Energy Company (DTE)";"1134000";"868000";"727000";"905000"
382;"ORIX Corporation (IX)";"313135000";"273239000";"260169000";"234948000"
383;"Ventas, Inc. (VTR)";"1356470";"649231";"417843";"475767"
384;"Hilton Worldwide Holdings Inc. (HLT)";"1259000";"348000";"1404000";"673000"
385;"TELUS Corporation (TU)";"1460000";"1223000";"1382000";"1425000"
386;"Aptiv PLC (APTV)";"1355000";"1257000";"1450000";"1351000"
387;"Fifth Third Bancorp (FITBI)";"2194000";"1564000";"1712000";"1481000"
388;"Synchrony Financial (SYF)";"1935000";"2251000";"2214000";"2109000"
389;"Dollar Tree, Inc. (DLTR)";"1714300";"896200";"282400";"599200"
390;"Teva Pharmaceutical Industries Limited (TEVA)";"-16265000";"329000";"1588000";"3055000"
391;"Northern Trust Corporation (NTRS)";"1199000";"1032500";"973800";"811800"
392;"Deutsche Bank Aktiengesellschaft (DB)";"-751000";"-1402000";"-6794000";"1663000"
393;"IHS Markit Ltd. (INFO)";"416900";"152800";"240200";"194500"
394;"The Williams Companies, Inc. (WMB)";"2174000";"-424000";"-571000";"2114000"
395;"Xilinx, Inc. (XLNX)";"512381";"622512";"550867";"648216"
396;"Agilent Technologies, Inc. (A)";"684000";"462000";"401000";"549000"
397;"Weyerhaeuser Company (WY)";"582000";"1027000";"506000";"1826000"
398;"DXC Technology Company (DXC)";"1751000";"-123000";"251000";"2000"
399;"Concho Resources Inc. (CXO)";"956000";"-1462000";"66000";"538175"
400;"Rockwell Automation Inc. (ROK)";"825700";"729700";"827600";"826800"
401;"PACCAR Inc (PCAR)";"1675200";"521700";"1604000";"1358800"
402;"Energy Transfer Equity, L.P. (ETE)";"952000";"998000";"1192000";"631000"
403;"Liberty Global plc (LBTYB)";"-2778100";"1705300";"-1152500";"-695000"
404;"Cerner Corporation (CERN)";"866978";"636484";"539362";"525433"
405;"AutoZone, Inc. (AZO)";"1337536";"1280869";"1241007";"1160241"
406;"Parker-Hannifin Corporation (PH)";"1060801";"983412";"806840";"1012140"
407;"Interactive Brokers Group, Inc. (IBKR)";"76000";"84000";"49000";"45000"
408;"The Clorox Company (CLX)";"823000";"701000";"648000";"580000"
409;"Waste Connections, Inc. (WCN)";"576817";"246540";"-95764";"232525"
410;"FirstEnergy Corp. (FE)";"-1724000";"-6177000";"578000";"299000"
411;"Discovery, Inc. (DISCK)";"-337000";"1194000";"1034000";"1139000"
412;"Motorola Solutions, Inc. (MSI)";"-155000";"560000";"610000";"1299000"
413;"Liberty Global plc (LBTYA)";"-2778100";"1705300";"-1152500";"-695000"
414;"Continental Resources, Inc. (CLR)";"789447";"-399679";"-353668";"977341"
415;"Verisk Analytics, Inc. (VRSK)";"555100";"591200";"507600";"400000"
416;"Best Buy Co., Inc. (BBY)";"1000000";"1228000";"897000";"1233000"
417;"NetApp, Inc. (NTAP)";"76000";"509000";"229000";"560000"
418;"AmerisourceBergen Corporation (ABC)";"364484";"1427929";"-138165";"274230"
419;"Lululemon Athletica Inc. (LULU)";"258662";"303381";"266047";"239033"
420;"Liberty Global plc (LBTYK)";"-2778100";"1705300";"-1152500";"-695000"
421;"McCormick & Company, Incorporated (MKC)";"477400";"472300";"401600";"437900"
422;"Ryanair Holdings plc (RYAAY)";"1450200";"1315900";"1559100";"866700"
423;"Cintas Corporation (CTAS)";"842586";"480708";"693520";"430618"
424;"Willis Towers Watson Public Limited Company (WLTW)";"568000";"450000";"343000";"362000"
425;"POSCO (PKX)";"2790106000";"1363310000";"180647000";"632706000"
426;"Expedia Group, Inc. (EXPE)";"377964";"281848";"764465";"398097"
427;"CA, Inc. (CA)";"476000";"775000";"783000";"846000"
428;"Brookfield Property REIT Inc. (BPR)";"657334";"1288367";"1374561";"665850"
429;"KeyCorp (KEY)";"1296000";"791000";"916000";"900000"
430;"Boston Properties, Inc. (BXP)";"462439";"512785";"583106";"443611"
431;"Nucor Corporation (NUE)";"1318688";"796271";"80724";"679337"
432;"International Paper Company (IP)";"2144000";"904000";"938000";"555000"
433;"Realty Income Corporation (O)";"318798";"315571";"283766";"270635"
434;"SBA Communications Corporation (SBAC)";"103654";"76238";"-175656";"-24295"
435;"IDEXX Laboratories, Inc. (IDXX)";"263144";"222045";"192078";"181906"
436;"KB Financial Group Inc. (KB)";"3311438000";"2143744000";"1698318000";"1400722000"
437;"Fifth Third Bancorp (FITB)";"2194000";"1564000";"1712000";"1481000"
438;"KKR & Co. Inc. (KKR)";"1018305";"309307";"488482";"477611"
439;"Citizens Financial Group, Inc. (CFG)";"1652000";"1045000";"840000";"865000"
440;"Align Technology, Inc. (ALGN)";"231418";"189682";"144020";"145832"
441;"Ameriprise Financial, Inc. (AMP)";"1480000";"1314000";"1562000";"1619000"
442;"Regions Financial Corporation (RF)";"1263000";"1163000";"1062000";"1147000"
443;"Harris Corporation (HRS)";"718000";"553000";"324000";"334000"
444;"Global Payments Inc. (GPN)";"468425";"214167.464";"271666";"278040"
445;"Credicorp Ltd. (BAP)";"4091753";"3514582";"3092303";"2387852"
446;"Tenaris S.A. (TS)";"544737";"55298";"-80162";"1158517"
447;"Essex Property Trust, Inc. (ESS)";"433059";"414979";"232120";"122150"
448;"First Data Corporation (FDC)";"1465000";"420000";"-1481000";"-458000"
449;"Hess Corporation (HES)";"-4074000";"-6132000";"-3056000";"2317000"
450;"SK Telecom Co., Ltd. (SKM)";"2599829000";"1675967000";"1518604000";"1801178000"
451;"Palo Alto Networks, Inc. (PANW)";"-147900";"-216600";"-192700";"-131300"
452;"Stanley Black & Decker, Inc. (SWK)";"1226000";"965300";"883700";"760900"
453;"Check Point Software Technologies Ltd. (CHKP)";"802923";"724847";"685866";"659571"
454;"BioMarin Pharmaceutical Inc. (BMRN)";"-117042";"-630210";"-171799";"-133969"
455;"Ulta Beauty, Inc. (ULTA)";"555234";"409760";"320008";"257135"
456;"Magna International Inc. (MGA)";"2206000";"2031000";"2013000";"1882000"
457;"Advanced Micro Devices, Inc. (AMD)";"43000";"-497000";"-660000";"-403000"
458;"Spectra Energy Partners, LP (SEP)";"240000";"850000";"976000";"817000"
459;"TransDigm Group Incorporated (TDG)";"596887";"586414";"447212";"306910"
460;"Pembina Pipeline Corporation (PBA)";"891000";"466000";"406000";"383000"
461;"VeriSign, Inc. (VRSN)";"457248";"440645";"375236";"355260"
462;"Newmont Mining Corporation (NEM)";"-98000";"-627000";"220000";"508000"
463;"Arista Networks, Inc. (ANET)";"423201";"184189";"121102";"86850"
464;"CGI Group Inc. (GIB)";"1035195";"1068716";"977556";"859443"
465;"Total System Services, Inc. (TSS)";"586185";"319638";"364044";"322872"
466;"Omnicom Group Inc. (OMC)";"1088400";"1148600";"1093900";"1104000"
467;"Nomura Holdings, Inc. (NMR)";"219343000";"239617000";"131550000";"224785000"
468;"FleetCor Technologies, Inc. (FLT)";"740200";"452385";"362431";"368707"
469;"American Water Works Company, Inc. (AWK)";"426000";"468000";"476000";"423000"
470;"Laboratory Corporation of America Holdings (LH)";"1268200";"732100";"437600";"511200"
471;"Mylan N.V. (MYL)";"696000";"480000";"847600";"929400"
472;"Freeport-McMoRan Inc. (FCX)";"1817000";"-4154000";"-12236000";"-1308000"
473;"The Hartford Financial Services Group, Inc. (HIG)";"-3131000";"896000";"1682000";"798000"
474;"Devon Energy Corporation (DVN)";"898000";"-1056000";"-12896000";"1607000"
475;"Plains All American Pipeline, L.P. (PAA)";"856000";"333000";"314000";"884000"
476;"Ameren Corporation (AEE)";"523000";"653000";"630000";"586000"
477;"IAC/InterActiveCorp (IAC)";"304924";"-41280";"119472";"414873"
478;"Cardinal Health, Inc. (CAH)";"256000";"1288000";"1427000";"1215000"
479;"W.W. Grainger, Inc. (GWW)";"585730";"605928";"768996";"801729"
480;"Marathon Oil Corporation (MRO)";"-5723000";"-2140000";"-2204000";"3046000"
481;"Franklin Resources, Inc. (BEN)";"1696700";"1726700";"2035300";"2384300"
482;"Evergy, Inc. (EVRG)";"323920";"346577";"291929";"313259"
483;"AMETEK, Inc. (AME)";"681470";"512158";"590859";"584460"
484;"Ctrip.com International, Ltd. (CTRP)";"2142011.537";"-1430703.195";"2507655.884";"242739.781"
485;"Ball Corporation (BLL)";"374000";"263000";"281000";"470000"
486;"Entergy Corporation (ETR)";"411612";"-583618";"-176562";"940721"
487;"Korea Electric Power Corporation (KEP)";"1298720000";"7048581000";"13289127000";"2686873000"
488;"American Airlines Group Inc. (AAL)";"1919000";"2676000";"7610000";"2882000"
489;"XL Group Ltd (XL)";"-560398";"440968";"1207152";"188340"
490;"Barrick Gold Corporation (ABX)";"1438000";"655000";"-2838000";"-2907000"
491;"First Republic Bank (FRC)";"757660";"673428";"522145";"487006"
492;"Huntington Bancshares Incorporated (HBAN)";"1186000";"712000";"693000";"632392"
493;"Avangrid, Inc. (AGR)";"381000";"632000";"273000";"424000"
494;"Skyworks Solutions, Inc. (SWKS)";"1010200";"995200";"798300";"457700"
495;"ResMed Inc. (RMD)";"315588";"342284";"352409";"352886"
496;"Microchip Technology Incorporated (MCHP)";"255400";"164600";"324100";"369009"
497;"L3 Technologies, Inc. (LLL)";"677000";"710000";"-240000";"664000"
498;"Genuine Parts Company (GPC)";"616757";"687240";"705672";"711286"
499;"Church & Dwight Co., Inc. (CHD)";"743400";"459000";"410400";"413900"
500;"ABIOMED, Inc. (ABMD)";"112170";"52116";"38147";"113688"
501;"Altice USA, Inc. (ATUS)";"1493177";"-832030";"175449";"311439"
502;"Loews Corporation (L)";"1164000";"654000";"260000";"591000"
503;"The Liberty SiriusXM Group (LSXMB)";"1124000";"413000";"259000";"231000"
504;"Markel Corporation (MKL)";"395269";"455689";"582772";"321182"
505;"Waters Corporation (WAT)";"20311";"521503";"469053";"431620"
506;"Fastenal Company (FAST)";"578600";"499400";"516400";"494150"
507;"Cheniere Energy, Inc. (LNG)";"-393000";"-610000";"-975000";"-547932"
508;"Liberty Broadband Corporation (LBRDK)";"2033667";"917303";"-50187";"-134605"
509;"Liberty Broadband Corporation (LBRDA)";"2033667";"917303";"-50187";"-134605"
510;"CMS Energy Corporation (CMS)";"460000";"551000";"523000";"477000"
511;"Conagra Brands, Inc. (CAG)";"808400";"639300";"-677000";"-252600"
512;"Viacom, Inc. (VIA)";"1874000";"1438000";"1922000";"2391000"
513;"Magellan Midstream Partners, L.P. (MMP)";"869531";"802771";"819122";"839519"
514;"Fortis Inc. (FTS)";"1028000";"660000";"805000";"379000"
515;"CNH Industrial N.V. (CNHI)";"295000";"-252000";"253000";"710000"
516;"Nasdaq, Inc. (NDAQ)";"734000";"108000";"428000";"414000"
517;"Apache Corporation (APA)";"1304000";"-1405000";"-10352000";"-8360000"
518;"Host Hotels & Resorts, Inc. (HST)";"564000";"762000";"558000";"732000"
519;"Shopify Inc. (SHOP)";"-39995";"-35355";"-18790";"-22311"
520;"Citrix Systems, Inc. (CTXS)";"-20719";"536112";"319361";"251723"
521;"Splunk Inc. (SPLK)";"-259103";"-355189";"-278772";"-217116"
522;"Banco Santander-Chile (BSAC)";"562801000";"476067000";"448466000";"569910000"
523;"Banco de Chile (BCH)";"576012000";"552249000";"558995000";"591080000"
524;"Lennar Corporation (LEN)";"810480";"911844";"802894";"638916"
525;"Arthur J. Gallagher & Co. (AJG)";"463100";"414400";"356800";"303400"
526;"Maxim Integrated Products, Inc. (MXIM)";"467318";"571613";"227475";"206038"
527;"Mettler-Toledo International Inc. (MTD)";"375972";"384370";"352820";"338241"
528;"National Oilwell Varco, Inc. (NOV)";"-237000";"-2412000";"-769000";"2502000"
529;"Incyte Corporation (INCY)";"-313142";"104222";"6531";"-48481"
530;"Restaurant Brands International Inc. (QSR)";"648800";"615600";"375100";"161400"
531;"CBRE Group, Inc. (CBRE)";"691479";"571973";"547132";"484503"
532;"KLA-Tencor Corporation (KLAC)";"802265";"926076";"704422";"366158"
533;"Comerica Incorporated (CMA)";"743000";"477000";"521000";"593000"
534;"Becton, Dickinson and Company (BDXA)";"1100000";"976000";"695000";"1185000"
535;"D.R. Horton, Inc. (DHI)";"1038400";"886300";"750700";"533500"
536;"Broadridge Financial Solutions, Inc. (BR)";"427900";"326800";"307500";"287100"
537;"Tiffany & Co. (TIF)";"370100";"446100";"463900";"484200"
538;"Fortinet, Inc. (FTNT)";"31399";"32187";"7987";"25343"
539;"DISH Network Corporation (DISH)";"2098689";"1497939";"802374";"944693"
540;"Darden Restaurants, Inc. (DRI)";"596000";"479100";"375000";"709500"
541;"WellCare Health Plans, Inc. (WCG)";"373700";"242100";"118600";"63700"
542;"Principal Financial Group, Inc. (PFG)";"2310400";"1316500";"1234000";"1144100"
543;"MGM Resorts International (MGM)";"1960286";"1101440";"-447720";"-149873"
544;"STMicroelectronics N.V. (STM)";"218000";"121000";"104000";"128000"
545;"Vornado Realty Trust (VNO)";"227416";"906917";"760434";"864852"
546;"Synopsys, Inc. (SNPS)";"136563";"266826";"225934";"259124"
547;"Gartner, Inc. (IT)";"3279";"193582";"175635";"183766"
548;"The Liberty SiriusXM Group (LSXMA)";"1124000";"413000";"259000";"231000"
549;"The Liberty SiriusXM Group (LSXMK)";"1124000";"413000";"259000";"231000"
550;"Alexandria Real Estate Equities, Inc. (ARE)";"169093";"-65901";"144217";"101574"
551;"CoStar Group, Inc. (CSGP)";"122695";"85071";"-3465";"44869"
552;"Textron Inc. (TXT)";"307000";"962000";"697000";"600000"
553;"MSCI Inc. (MSCI)";"303972";"260855";"223648";"284113"
554;"HCP, Inc. (HCP)";"414169";"627747";"-559235";"922233"
555;"MercadoLibre, Inc. (MELI)";"13780";"136366";"105789";"72581"
556;"Take-Two Interactive Software, Inc. (TTWO)";"173533";"67303";"-8302";"-279470"
557;"Kohl's Corporation (KSS)";"859000";"556000";"673000";"867000"
558;"Lincoln National Corporation (LNC)";"2079000";"1192000";"1154000";"1515000"
559;"Celanese Corporation (CE)";"843000";"900000";"304000";"624000"
560;"Rollins, Inc. (ROL)";"179124";"167369";"152149";"137664"
561;"Cincinnati Financial Corporation (CINF)";"1045000";"591000";"634000";"525000"
562;"Quest Diagnostics Incorporated (DGX)";"772000";"645000";"709000";"556000"
563;"Cadence Design Systems, Inc. (CDNS)";"204101";"203086";"252417";"158898"
564;"Henry Schein, Inc. (HSIC)";"406299";"506778";"479058";"466077"
565;"Aegon N.V. (AEG)";"2469000";"437000";"-432000";"765000"
566;"Icahn Enterprises L.P. (IEP)";"2382000";"-1106000";"-1170000";"-366000"
567;"CarMax, Inc. (KMX)";"664112";"626970";"623428";"597358"
568;"Western Digital Corporation (WDC)";"675000";"397000";"242000";"1465000"
569;"Viacom, Inc. (VIAB)";"1874000";"1438000";"1922000";"2391000"
570;"Weibo Corporation (WB)";"352590";"108027";"34745";"-65325"
571;"The J. M. Smucker Company (SJM)";"1338600";"592300";"688700";"344900"
572;"Chipotle Mexican Grill, Inc. (CMG)";"176253";"22938";"475602";"445374"
573;"E*TRADE Financial Corporation (ETFC)";"614000";"552000";"268000";"293000"
574;"Cboe Global Markets, Inc. (CBOE)";"401700";"186800";"205000";"189714"
575;"Advance Auto Parts, Inc. (AAP)";"475505";"459622";"473398";"493825"
576;"The Cooper Companies, Inc. (COO)";"372900";"273900";"203500";"269856"
577;"ANSYS, Inc. (ANSS)";"259251";"265636";"252521";"254690"
578;"China Eastern Airlines Corporation Limited (CEA)";"6352000";"4508000";"4541000";"3417000"
579;"C.H. Robinson Worldwide, Inc. (CHRW)";"504893";"513384";"509699";"449711"
580;"Veeva Systems Inc. (VEEV)";"141966";"68804";"54460";"40383"
581;"Yum China Holdings, Inc. (YUMC)";"403000";"502000";"323000";"-7000"
582;"Dover Corporation (DOV)";"811665";"508892";"869829";"775235"
583;"SVB Financial Group (SIVB)";"490506";"382685";"343904";"263870"
584;"CDW Corporation (CDW)";"523000";"424400";"403100";"244900"
585;"TechnipFMC plc (FTI)";"113300";"393300";"14400";"436600"
586;"Noble Energy, Inc. (NBL)";"-1118000";"-998000";"-2441000";"1214000"
587;"Xylem Inc. (XYL)";"331000";"260000";"340000";"337000"
588;"CenterPoint Energy, Inc. (CNP)";"1792000";"432000";"-692000";"611000"
589;"Tapestry, Inc. (TPR)";"397500";"591000";"460500";"402400"
590;"Hasbro, Inc. (HAS)";"396607";"551380";"451838";"415930"
591;"J.B. Hunt Transport Services, Inc. (JBHT)";"686263";"432090";"427235";"374792"
592;"Garmin Ltd. (GRMN)";"694955";"510814";"456227";"364211"
593;"Equifax Inc. (EFX)";"587300";"488800";"429100";"367400"
594;"Invitation Homes Inc. (INVH)";"-105337";"-78239";"-160208";"-269861"
595;"Burlington Stores, Inc. (BURL)";"384852";"215873";"150482";"65955"
596;"CNA Financial Corporation (CNA)";"899000";"859000";"479000";"691000"
597;"TransUnion (TRU)";"441200";"120600";"5900";"-12500"
598;"Telefônica Brasil S.A. (VIV)";"4608790";"4085242";"3420249";"4936659"
599;"Targa Resources Corp. (TRGP)";"54000";"-187300";"58300";"102300"
600;"Franco-Nevada Corporation (FNV)";"194700";"122200";"24600";"106700"
601;"Annaly Capital Management, Inc. (NLY)";"1569604";"1433756";"466556";"-842083"
602;"Huaneng Power International, Inc. (HNP)";"1793150.95";"10382413.71";"13786050.131";"12182589.039"
603;"Tractor Supply Company (TSCO)";"422599";"437120";"410395";"370885"
604;"SS&C Technologies Holdings, Inc. (SSNC)";"328864";"130996";"42862";"131127"
605;"Extra Space Storage Inc. (EXR)";"479013";"366127";"189474";"178355"
606;"The Mosaic Company (MOS)";"-107200";"297800";"1000400";"1028600"
607;"Expeditors International of Washington, Inc. (EXPD)";"489345";"430807";"457223";"376888"
608;"Vistra Energy Corp. (VST)";"-254000";"22688000";"-4677000";"-6229000"
